,kcat_MW
A_GUI1,1595.918408
A_AMPTASECG_num4,765.7322779
A_GDPMNH,3046.709932
A_PDX5POi,2.113904205
A_MLDCP3App_num1,317.9469797
B_GTHOr,265.53504680000003
B_MLTGY4pp_num4,199.05056969999998
A_AMANAPEr_reverse,24382.62758
B_PLIPA2E140pp,145.525158
B_NTD8pp_num1,151.9308139
A_LPLIPAL2ATE180,249.5389088
A_PUNP4_num1,88.68716457
A_PUNP5_reverse_num2,63.54871069
B_PUNP6_reverse_num2,52.87278142
A_CXSAMS,452.11470999999995
B_MTHFC_reverse,869.4502130000001
B_MDDCP1pp_num6,1141.1604630000002
A_GLCP2_num1,1416.441082
B_TDPGDH_num1,620.7734609
B_PLIPA2A161pp,140.6960448
A_IDOND_reverse,534.2730557
B_ACKr_reverse_num3,4111.123909
A_CLPNS180pp_num1,331.4579748
B_NTD1pp_num2,172.9849781
B_LIPACabcpp,79.51293936
B_DHACOAH,848.7006829
A_GLTPD,299.93253680000004
A_RBP4E_reverse_num3,866.7049958999999
