,fluxes,equ,kcat_MW,enz
A_GLUt2rpp_reverse,0.0,A_glu__L_c + A_h_c --> A_glu__L_p + A_h_p,,
A_PAPA141pp,0.0,A_h2o_p + A_pa141_p --> A_12dgr141_p + A_pi_p,618.2573595,0.0
B_Kt2pp_num3,0.019519300000000003,B_h_p + B_k_p --> B_h_c + B_k_c,,
B_PPTtex_reverse_num3,0.0,B_ppt_p --> B_ppt_e,,
B_PHEt2rpp_reverse_num2,0.0,B_h_c + B_phe__L_c --> B_h_p + B_phe__L_p,,
A_PLIPA1E161pp,0.0,A_h2o_p + A_pe161_p --> A_2agpe161_p + A_h_p + A_hdcea_p,183.31010990000001,0.0
B_MINCYCtpp_num2,0.0,B_h_p + B_mincyc_p --> B_h_c + B_mincyc_e,,
A_OCTDPS,2.23e-05,A_frdp_c + 5.0 A_ipdp_c --> A_octdp_c + 5.0 A_ppi_c,15.33352548,1.4543296014400987e-06
B_METSOX1tex_num1,0.0,B_metsox_S__L_e --> B_metsox_S__L_p,,
A_UREAtex_reverse_num2,0.0,A_urea_p --> A_urea_e,,
B_NTP3pp,0.0,B_gtp_p + B_h2o_p --> B_gdp_p + B_h_p + B_pi_p,101.0930993,0.0
A_UREAtex_reverse_num1,0.0,A_urea_p --> A_urea_e,,
A_MDH3,0.0,A_mal__L_c + A_mqn8_c --> A_mql8_c + A_oaa_c,2316.04159,0.0
B_BUTSO3tex_num4,0.0,B_butso3_e --> B_butso3_p,,
B_NACtex_num1,0.0,B_nac_e --> B_nac_p,,
B_HDCEAtexi,0.0,B_hdcea_e --> B_hdcea_p,,
B_UDPGALtex_num1,0.0,B_udpgal_e --> B_udpgal_p,,
B_BUTtex_reverse_num1,0.0,B_but_p --> B_but_e,,
A_DASYN161,0.007521400000000001,A_ctp_c + A_h_c + A_pa161_c --> A_cdpdhdec9eg_c + A_ppi_c,8927.379204,8.425092995523214e-07
B_no_e_con_2,0.0,no_e --> B_no_e,,
A_3GMPtex_num2,0.0,A_3gmp_e --> A_3gmp_p,,
B_ASPCT_num2,0.033079500000000005,B_asp__L_c + B_cbp_c --> B_cbasp_c + B_h_c + B_pi_c,168.4314017,0.00019639746309847402
B_L_LACD3_num2,0.0,B_lac__L_c + B_mqn8_c --> B_mql8_c + B_pyr_c,1428.869971,0.0
B_MN6PP_num1,0.0,B_h2o_c + B_man6p_c --> B_man_c + B_pi_c,388.7142381,0.0
A_MTHFC,0.09883189999999432,A_h2o_c + A_methf_c --> A_10fthf_c + A_h_c,4000.805315,2.4703001575570123e-05
A_MTHFC_reverse,0.0,A_10fthf_c + A_h_c --> A_h2o_c + A_methf_c,869.4502130000001,0.0
A_BALAtex_reverse_num1,0.0,A_ala_B_p --> A_ala_B_e,,
A_COBALT2tex_reverse_num1,0.0,A_cobalt2_p --> A_cobalt2_e,,
B_BUTSO3tex_reverse_num1,0.0,B_butso3_p --> B_butso3_e,,
B_ASNt2rpp_reverse,0.0,B_asn__L_c + B_h_c --> B_asn__L_p + B_h_p,,
A_METDtex_num2,0.0,A_met__D_e --> A_met__D_p,,
A_PAPA140,0.0,A_h2o_c + A_pa140_c --> A_12dgr140_c + A_pi_c,1137.307986,0.0
B_R5PP_num1,0.0,B_h2o_c + B_r5p_c --> B_pi_c + B_rib__D_c,429.4835006,0.0
B_3OAR40,0.035588,B_actACP_c + B_h_c + B_nadph_c --> B_3haACP_c + B_nadp_c,116.0676692,0.0003066142384463425
B_GLCptspp_num3,0.0,B_glc__D_p + B_pep_c --> B_g6p_c + B_pyr_c,,
A_ASPK_reverse_num2,0.0,A_4pasp_c + A_adp_c --> A_asp__L_c + A_atp_c,369.9155394,0.0
B_ACGALtex_num2,0.0,B_acgal_e --> B_acgal_p,,
A_RNDR4_num2,0.0,A_trdrd_c + A_udp_c --> A_dudp_c + A_h2o_c + A_trdox_c,39.61293628,0.0
B_EAR161y,0.015042800000000002,B_h_c + B_nadph_c + B_t3c9palmeACP_c --> B_hdeACP_c + B_nadp_c,84.22734701,0.00017859757589437105
B_PLIPA1E160pp,0.0,B_h2o_p + B_pe160_p --> B_2agpe160_p + B_h_p + B_hdca_p,140.50471409999997,0.0
A_EDTXS2,0.0,A_kdo2lipid4L_c + A_myrsACP_c --> A_ACP_c + A_lipa_c,606.980614,0.0
B_ACACT7r_num2,0.0,B_accoa_c + B_tdcoa_c --> B_3ohdcoa_c + B_coa_c,445.12144349999994,0.0
A_GALCTNLtex_reverse_num1,0.0,A_galctn__L_p --> A_galctn__L_e,,
A_OXCDC,0.0,A_h_c + A_oxalcoa_c --> A_co2_c + A_forcoa_c,46.58063248,0.0
A_K2L4Aabcpp,0.0019456000000000002,A_atp_c + A_h2o_c + A_kdo2lipid4_c --> A_adp_c + A_h_c + A_kdo2lipid4_p + A_pi_c,,
A_ACOAD6f,0.0,A_fad_c + A_tdcoa_c --> A_fadh2_c + A_td2coa_c,2338.383911,0.0
B_EX_so4_e,0.0,B_so4_e --> ,,
A_14glucan_e_con_1,0.0,A_14glucan_e --> 14glucan_e,,
A_HYD1pp_num1,0.0,A_h2_c + 2.0 A_h_c + A_q8_c --> 2.0 A_h_p + A_q8h2_c,29006.832239999996,0.0
A_AIRC2,0.044779399999997166,A_air_c + A_atp_c + A_hco3_c --> A_5caiz_c + A_adp_c + A_h_c + A_pi_c,7024.6394549999995,6.374618980355508e-06
A_DAPtex_num4,0.0,A_15dap_e --> A_15dap_p,,
A_CHTBStex_num3,0.0,A_chtbs_e --> A_chtbs_p,,
B_PACALDt2rpp_reverse,0.0,B_h_c + B_pacald_c --> B_h_p + B_pacald_p,,
A_ALCD19_num1,0.0,A_glyald_c + A_h_c + A_nadh_c --> A_glyc_c + A_nad_c,473.35888669999997,0.0
B_glyclt_e_con_2,0.0,glyclt_e --> B_glyclt_e,,
B_ACGAL1Ptex_num2,0.0,B_acgal1p_e --> B_acgal1p_p,,
A_GTHOXtex_reverse_num4,0.0,A_gthox_p --> A_gthox_e,,
B_CRNBTCT,0.0,B_bbtcoa_c + B_crn_c --> B_crncoa_c + B_gbbtn_c,238.6757701,0.0
B_LPLIPAL1E181pp,0.0,B_1agpe181_p + B_h2o_p --> B_g3pe_p + B_h_p + B_ocdcea_p,98.42511861,0.0
A_PGP180abcpp,0.0,A_atp_c + A_h2o_c + A_pgp180_c --> A_adp_c + A_h_c + A_pgp180_p + A_pi_c,,
A_phe__L_e_con_1,0.0,A_phe__L_e --> phe__L_e,,
B_SERtex_reverse_num1,0.0,B_ser__L_p --> B_ser__L_e,,
A_DURIPP_reverse_num2,0.0,A_2dr1p_c + A_ura_c --> A_duri_c + A_pi_c,62.12144485,0.0
B_D_LACt2pp_num1,0.0,B_h_p + B_lac__D_p --> B_h_c + B_lac__D_c,,
A_URATEtex_num3,0.0,A_urate_e --> A_urate_p,,
B_kdo2lipid4_e_con_2,0.0,kdo2lipid4_e --> B_kdo2lipid4_e,,
B_PUNP4_reverse_num2,0.0,B_2dr1p_c + B_gua_c --> B_dgsn_c + B_pi_c,60.259342000000004,0.0
A_TYRt2rpp_reverse_num2,0.0,A_h_c + A_tyr__L_c --> A_h_p + A_tyr__L_p,,
B_EX_dcyt_e,0.0,B_dcyt_e --> ,,
A_CHLtex_num1,0.0,A_chol_e --> A_chol_p,,
B_ACONTa_num1,0.10751920000000009,B_cit_c --> B_acon_C_c + B_h2o_c,416.4902482,0.0002581553841048615
A_NTD9pp_num3,0.0,A_gmp_p + A_h2o_p --> A_gsn_p + A_pi_p,181.73314,0.0
B_MDDCP4pp_num2,0.0,B_h2o_p + B_murein5p4p_p --> B_ala__D_p + B_murein4p4p_p,134.95558490000002,0.0
A_URATEtex_reverse_num4,0.0,A_urate_p --> A_urate_e,,
A_2AGPEAT120,0.0,A_2agpe120_c + A_atp_c + A_ddca_c --> A_amp_c + A_pe120_c + A_ppi_c,213.29718939999998,0.0
B_PHETA1_reverse_num3,0.0,B_glu__L_c + B_phpyr_c --> B_akg_c + B_phe__L_c,151.5818139,0.0
B_EX_34dhpac_e,0.0,B_34dhpac_e --> ,,
B_ALDD3y_num2,0.0,B_h2o_c + B_nadp_c + B_ppal_c --> 2.0 B_h_c + B_nadph_c + B_ppa_c,105.46311920000001,0.0
A_L_LACD3_num1,0.0,A_lac__L_c + A_mqn8_c --> A_mql8_c + A_pyr_c,585.534535,0.0
B_r5p_e_con_2,0.0,r5p_e --> B_r5p_e,,
A_ECOAH8_reverse_num2,0.0,A_h2o_c + A_od2coa_c --> A_3hodcoa_c,154.09706709999998,0.0
A_DSERtex_reverse_num4,0.0,A_ser__D_p --> A_ser__D_e,,
B_MOCOS,0.0,2.0 B_h_c + B_mobd_c + B_mptamp_c --> B_amp_c + B_cu2_c + B_h2o_c + B_moco_c,0.81693321,0.0
B_DCAtex_num3,0.0,B_dca_e --> B_dca_p,,
EX_mn2_e_reverse,6.91e-05, --> mn2_e,,
B_MDDEP3pp_num6,0.0,B_h2o_p + B_murein5px4p_p --> B_murein5p4p_p,791.2157089,0.0
A_NTD11pp_num1,0.0,A_h2o_p + A_imp_p --> A_ins_p + A_pi_p,265.48768459999997,0.0
B_MPTAT,0.0,B_atp_c + B_h_c + B_mpt_c --> B_mptamp_c + B_ppi_c,38.45006047,0.0
A_METSOXR2_num3,0.0,A_metsox_R__L_c + A_trdrd_c --> A_h2o_c + A_met__L_c + A_trdox_c,347.1367592,0.0
B_AGMtex_reverse_num3,0.0,B_agm_p --> B_agm_e,,
B_LYXtex_num4,0.0,B_lyx__L_e --> B_lyx__L_p,,
A_3hpp_e_con_1,0.0,A_3hpp_e --> 3hpp_e,,
B_FACOAL181t2pp_num1,0.0,B_atp_c + B_coa_c + B_h_p + B_ocdcea_p --> B_amp_c + B_h_c + B_odecoa_c + B_ppi_c,165.3523449,0.0
B_PNTOtex_reverse_num2,0.0,B_pnto__R_p --> B_pnto__R_e,,
B_DMQMT,0.0,B_2omhmbl_c + B_amet_c --> B_ahcys_c + B_h_c + B_q8h2_c,428.45576739999996,0.0
A_G3PAT140,0.0,A_glyc3p_c + A_myrsACP_c --> A_1tdecg3p_c + A_ACP_c,210.8510276,0.0
B_KAS14_num2,0.0,B_acACP_c + B_h_c + B_malACP_c --> B_ACP_c + B_actACP_c + B_co2_c,108.75618829999999,0.0
B_MNLtex_num1,0.0,B_mnl_e --> B_mnl_p,,
B_XYLI1_reverse,0.0,B_xylu__D_c --> B_xyl__D_c,61.03461097,0.0
B_ACACT2r_num1,0.0,B_accoa_c + B_btcoa_c --> B_3ohcoa_c + B_coa_c,967.7097962000001,0.0
A_GARFT_reverse,0.0,A_fgam_c + A_h_c + A_thf_c --> A_10fthf_c + A_gar_c,1723.5489510000002,0.0
A_SGDS,0.0,A_h2o_c + A_sucglu_c --> A_glu__L_c + A_succ_c,2136.818629,0.0
A_UDPGALtex_num1,0.0,A_udpgal_e --> A_udpgal_p,,
A_NTP3_num4,0.0,A_gtp_c + A_h2o_c --> A_gdp_c + A_h_c + A_pi_c,634.9519184,0.0
A_ACSERtex_reverse_num3,0.0,A_acser_p --> A_acser_e,,
B_NTD9pp_num1,0.0,B_gmp_p + B_h2o_p --> B_gsn_p + B_pi_p,172.0959796,0.0
B_mso3_e_con_2,0.0,mso3_e --> B_mso3_e,,
A_g3pe_e_con_1,0.0,A_g3pe_e --> g3pe_e,,
B_GLUABUTt7pp_reverse,0.0,B_4abut_p + B_glu__L_c --> B_4abut_c + B_glu__L_p,,
A_HPPPNtex_reverse_num2,0.0,A_3hpppn_p --> A_3hpppn_e,,
A_DOPAtex_num2,0.0,A_dopa_e --> A_dopa_p,,
B_2AGPE141tipp,0.0,B_2agpe141_p --> B_2agpe141_c,,
A_taur_e_con_1,0.0,A_taur_e --> taur_e,,
B_doxrbcn_e_con_2_reverse,0.0,B_doxrbcn_e --> doxrbcn_e,,
B_PLIPA2E160pp,0.0,B_h2o_p + B_pe160_p --> B_1agpe160_p + B_h_p + B_hdca_p,141.4153507,0.0
B_GLTPD,0.0,B_galt1p_c + B_nad_c --> B_h_c + B_nadh_c + B_tag6p__D_c,299.93253680000004,0.0
A_CLPNS140pp_num2,0.0,2.0 A_pg140_p --> A_clpn140_p + A_glyc_p,226.6211502,0.0
B_MPTSS,0.0,B_atp_c + B_h_c + B_moadcoo_c --> B_moadamp_c + B_ppi_c,114.5258872,0.0
A_12ppd__R_e_con_1,0.0,A_12ppd__R_e --> 12ppd__R_e,,
B_PSURItex_reverse_num2,0.0,B_psuri_p --> B_psuri_e,,
A_O2Stex_num1,0.0,A_o2s_e --> A_o2s_p,,
B_HOMt2pp_num1,0.0,B_h_p + B_hom__L_c --> B_h_c + B_hom__L_p,,
B_NTP3_num1,0.0,B_gtp_c + B_h2o_c --> B_gdp_c + B_h_c + B_pi_c,361.35909039999996,0.0
A_FLDR2_num1,0.0,2.0 A_flxso_c + A_nadph_c --> 2.0 A_flxr_c + A_h_c + A_nadp_c,996.534765,0.0
A_SERtex_num3,0.0,A_ser__L_e --> A_ser__L_p,,
B_ACOAD7f_reverse,0.0,B_fadh2_c + B_hdd2coa_c --> B_fad_c + B_pmtcoa_c,5164.5065700000005,0.0
A_FE2abcpp,0.0,A_atp_c + A_fe2_p + A_h2o_c --> A_adp_c + A_fe2_c + A_h_c + A_pi_c,,
B_urate_e_con_2_reverse,0.0,B_urate_e --> urate_e,,
B_ORNtex_num2,0.0,B_orn_e --> B_orn_p,,
A_THRPtex_num4,0.0,A_thrp_e --> A_thrp_p,,
A_E4PD_num1,2.23e-05,A_e4p_c + A_h2o_c + A_nad_c --> A_4per_c + 2.0 A_h_c + A_nadh_c,62.48392839,3.5689177320625886e-07
B_acgal1p_e_con_2_reverse,0.0,B_acgal1p_e --> acgal1p_e,,
B_NOtex_reverse_num1,0.0,B_no_p --> B_no_e,,
A_HYXNtpp_num1,0.0,A_hxan_p --> A_hxan_c,,
B_csn_e_con_2_reverse,0.0,B_csn_e --> csn_e,,
B_NO2tex_reverse_num2,0.0,B_no2_p --> B_no2_e,,
B_DHNAOT4,0.0,B_dhna_c + B_h_c + B_octdp_c --> B_2dmmql8_c + B_co2_c + B_ppi_c,852.4963965,0.0
B_F6Ptex_num3,0.0,B_f6p_e --> B_f6p_p,,
B_ADEtex_reverse_num4,0.0,B_ade_p --> B_ade_e,,
B_G3PAT120,0.0,B_ddcaACP_c + B_glyc3p_c --> B_1ddecg3p_c + B_ACP_c,98.84379399,0.0
B_FMNtex_reverse_num4,0.0,B_fmn_e --> B_fmn_p,,
A_METDtex_num1,0.0,A_met__D_e --> A_met__D_p,,
B_psclys_e_con_2_reverse,0.0,B_psclys_e --> psclys_e,,
B_UAGPT3,0.0027788,B_uacgam_c + B_uagmda_c --> B_h_c + B_uaagmda_c + B_udp_c,1618.418234,1.7169851041112281e-06
B_FRUtex_num3,0.0,B_fru_e --> B_fru_p,,
A_TMAtex_reverse_num2,0.0,A_tma_p --> A_tma_e,,
A_spmd_e_con_1,0.0,A_spmd_e --> spmd_e,,
B_EX_taur_e,0.0,B_taur_e --> ,,
A_GLCRD_num1,0.0,A_glcr_c --> A_5dh4dglc_c + A_h2o_c,344.05167630000005,0.0
A_DGSNtex_num3,0.0,A_dgsn_e --> A_dgsn_p,,
B_GGGABAH,0.0,B_gg4abut_c + B_h2o_c --> B_4abut_c + B_glu__L_c,103779.12400000001,0.0
A_PPALtex_reverse_num1,0.0,A_ppal_p --> A_ppal_e,,
A_XYLtex_reverse_num3,0.0,A_xyl__D_p --> A_xyl__D_e,,
B_ARMEPNS,0.0,B_atp_c + B_mepn_c --> B_ade_c + B_rpntp_c,949.4977434,0.0
A_CRNDtex_reverse_num4,0.0,A_crn__D_p --> A_crn__D_e,,
A_GALBDtex_num3,0.0,A_gal_bD_e --> A_gal_bD_p,,
B_GTHRDHpp,0.0,B_gthrd_p + B_h2o_p --> B_cgly_p + B_glu__L_p,1216.163574,0.0
B_NTD1_num2,0.0,B_dump_c + B_h2o_c --> B_duri_c + B_pi_c,683.3259571000001,0.0
A_DAPtex_reverse_num4,0.0,A_15dap_p --> A_15dap_e,,
A_FBA_num2,0.0,A_fdp_c --> A_dhap_c + A_g3p_c,98.25958461,0.0
A_RMI_reverse,0.0,A_rml_c --> A_rmn_c,95.94793647,0.0
B_PAI2T,0.0,B_coa_c + B_dhptdd_c --> B_accoa_c + B_dhap_c,29.86110582,0.0
A_G3PCtex_reverse_num1,0.0,A_g3pc_p --> A_g3pc_e,,
A_PLIPA1E120pp,0.0,A_h2o_p + A_pe120_p --> A_2agpe120_p + A_ddca_p + A_h_p,140.21671,0.0
B_LKDRA_reverse,0.0,B_lald__L_c + B_pyr_c --> B_lkdr_c,56.59730168,0.0
B_CLPNS161pp_num1,0.0,2.0 B_pg161_p --> B_clpn161_p + B_glyc_p,437.38105379999996,0.0
B_NADHXE,0.0,B_nadhx__S_c --> B_nadhx__R_c,251.3750795,0.0
A_AKGtex_reverse_num2,0.0,A_akg_p --> A_akg_e,,
A_UPPRT,0.0,A_prpp_c + A_ura_c --> A_ppi_c + A_ump_c,150.1888418,0.0
EX_k_e_reverse,0.019519300000000003, --> k_e,,
B_INSTtex_num1,0.0,B_inost_e --> B_inost_p,,
A_TAURtex_num2,0.0,A_taur_e --> A_taur_p,,
B_EAR120y,0.0,B_h_c + B_nadph_c + B_tddec2eACP_c --> B_ddcaACP_c + B_nadp_c,83.44137538,0.0
A_DDPGALA_reverse,0.0,A_g3p_c + A_pyr_c --> A_2dh3dgal6p_c,2518.357243,0.0
A_GLYCLTtex_num4,0.0,A_glyclt_e --> A_glyclt_p,,
A_PTRCabcpp_num3,0.0,A_atp_c + A_h2o_c + A_ptrc_p --> A_adp_c + A_h_c + A_pi_c + A_ptrc_c,,
B_CHOLD,0.0,B_chol_c + B_nad_c --> B_betald_c + B_h_c + B_nadh_c,522.5086759,0.0
B_MDDCP5pp_num1,0.0,B_h2o_p + B_murein5p3p_p --> B_ala__D_p + B_murein4p3p_p,3183.314261,0.0
A_ECOAH5_num2,0.0,A_3hddcoa_c --> A_dd2coa_c + A_h2o_c,282.8384075,0.0
A_DAMPtex_num3,0.0,A_damp_e --> A_damp_p,,
B_CUtex_num4,0.0,B_cu_e --> B_cu_p,,
B_KARA2_reverse,0.0,B_23dhmp_c + B_nadp_c --> B_2ahbut_c + B_h_c + B_nadph_c,54.49491701,0.0
A_HCINNMtex_reverse_num3,0.0,A_3hcinnm_p --> A_3hcinnm_e,,
A_CYANtex_num1,0.0,A_cyan_e --> A_cyan_p,,
A_TTRCYCtex_num1,0.0,A_ttrcyc_e --> A_ttrcyc_p,,
B_ALAR_reverse_num2,0.0,B_ala__D_c --> B_ala__L_c,1331.861692,0.0
B_4PEPTtex_num2,0.0,B_LalaDgluMdapDala_e --> B_LalaDgluMdapDala_p,,
B_NNATr_reverse,0.0,B_dnad_c + B_ppi_c --> B_atp_c + B_h_c + B_nicrnt_c,1685.8000739999998,0.0
A_SKMt2pp,0.0,A_h_p + A_skm_p --> A_h_c + A_skm_c,,
A_FE3tex_num1,0.0,A_fe3_e --> A_fe3_p,,
A_Ftpp,0.0,A_f_c --> A_f_p,,
A_HEXt2rpp_reverse,0.0,A_h_c + A_hxa_c --> A_h_p + A_hxa_p,,
B_PGM_reverse_num1,0.0,B_3pg_c --> B_2pg_c,4254.148285,0.0
A_gam6p_e_con_1,0.0,A_gam6p_e --> gam6p_e,,
B_4HOXPACDtex_reverse_num1,0.0,B_4hoxpacd_p --> B_4hoxpacd_e,,
B_GALBDtex_reverse_num4,0.0,B_gal_bD_p --> B_gal_bD_e,,
B_HISt2rpp,0.0,B_h_p + B_his__L_p --> B_h_c + B_his__L_c,,
B_MG2tex_num1,0.0,B_mg2_e --> B_mg2_p,,
A_DAPE_reverse,0.0,A_26dap__M_c --> A_26dap_LL_c,1820.176552,0.0
B_EX_cd2_e,0.0,B_cd2_e --> ,,
A_GNK_num2,0.0,A_atp_c + A_glcn_c --> A_6pgc_c + A_adp_c + A_h_c,1273.803729,0.0
B_NDPK4_reverse_num2,0.0,B_adp_c + B_dttp_c --> B_atp_c + B_dtdp_c,416.328661,0.0
A_feenter_e_con_1,0.0,A_feenter_e --> feenter_e,,
A_PROt2rpp_num1,0.0,A_h_p + A_pro__L_p --> A_h_c + A_pro__L_c,,
A_CMPtex_reverse_num2,0.0,A_cmp_p --> A_cmp_e,,
B_PUACGAMS_reverse,0.0,B_uacgam_c --> B_puacgam_c + B_udp_c,1235.149528,0.0
B_26DAHtex_num4,0.0,B_26dap__M_e --> B_26dap__M_p,,
A_met__D_e_con_1,0.0,A_met__D_e --> met__D_e,,
B_THRtex_reverse_num2,0.0,B_thr__L_p --> B_thr__L_e,,
A_tartr__L_e_con_1,0.0,A_tartr__L_e --> tartr__L_e,,
B_MANtex_reverse_num4,0.0,B_man_p --> B_man_e,,
A_ETOHtex_num2,0.0,A_etoh_e --> A_etoh_p,,
A_CMPtex_reverse_num4,0.0,A_cmp_p --> A_cmp_e,,
B_METGLCUR,0.0,B_h2o_c + B_metglcur_c --> B_glcur_c + B_meoh_c,176.9319743,0.0
B_TYMtex_reverse_num3,0.0,B_tym_p --> B_tym_e,,
A_GALURtex_num3,0.0,A_galur_e --> A_galur_p,,
A_EX_sq_e,0.0,A_sq_e --> ,,
B_maltpt_e_con_2,0.0,maltpt_e --> B_maltpt_e,,
B_so3_e_con_2_reverse,0.0,B_so3_e --> so3_e,,
B_ETHAtex_reverse_num1,0.0,B_etha_p --> B_etha_e,,
A_PDXPP,0.0,A_h2o_c + A_pdx5p_c --> A_pi_c + A_pydxn_c,751.5570624,0.0
B_ACOLIPAabctex,0.0,B_acolipa_p + B_atp_c + B_h2o_c --> B_acolipa_e + B_adp_c + B_h_c + B_pi_c,,
B_ASPK_reverse_num2,0.0,B_4pasp_c + B_adp_c --> B_asp__L_c + B_atp_c,369.9155394,0.0
B_DHAD1,0.08743670000000006,B_23dhmb_c --> B_3mob_c + B_h2o_c,11536.42787,7.5791831739680494e-06
A_UMPtex_reverse_num1,0.0,A_ump_p --> A_ump_e,,
A_MLDCP2App_num2,0.0,A_h2o_p + A_murein5p5p_p --> A_alaala_p + A_murein5p3p_p,1711.9529989999999,0.0
B_3cmp_e_con_2,0.0,3cmp_e --> B_3cmp_e,,
A_FE2tex_num4,0.0,A_fe2_e --> A_fe2_p,,
B_GLYC3Ptex_reverse_num4,0.0,B_glyc3p_p --> B_glyc3p_e,,
B_PE141abcpp,0.0,B_atp_c + B_h2o_c + B_pe141_c --> B_adp_c + B_h_c + B_pe141_p + B_pi_c,,
B_DTARTD,0.0,B_tartr__D_c --> B_h2o_c + B_oaa_c,378.0153885,0.0
B_EX_zn2_e,0.0,B_zn2_e --> ,,
B_GUAPRT_num1,0.0,B_gua_c + B_prpp_c --> B_gmp_c + B_ppi_c,213.50965010000002,0.0
A_SO2tex_num1,0.0,A_so2_e --> A_so2_p,,
B_SUCCt1pp_reverse,0.0,B_succ_c --> B_succ_p,,
B_AGM4PCP,0.0,B_anhgm4p_c + B_h2o_c --> B_ala__D_c + B_anhgm3p_c,1383.521961,0.0
B_ETHSO3tex_reverse_num3,0.0,B_ethso3_p --> B_ethso3_e,,
A_NADPHQR2,0.0,A_h_c + A_nadph_c + A_q8_c --> A_nadp_c + A_q8h2_c,633.1638074,0.0
A_GALCTtex_reverse_num1,0.0,A_galct__D_p --> A_galct__D_e,,
A_PGM_reverse_num1,3.7408236575978377,A_3pg_c --> A_2pg_c,4254.148285,0.0008793355113614329
A_DHACOAH,0.0,A_23dhacoa_c + A_h2o_c --> A_3hadpcoa_c,848.7006831,0.0
A_THRtex_num2,0.0,A_thr__L_e --> A_thr__L_p,,
A_BTNtex_reverse_num4,0.0,A_btn_p --> A_btn_e,,
A_EX_urate_e,0.0,A_urate_e --> ,,
B_23CGMPtex_num4,0.0,B_23cgmp_e --> B_23cgmp_p,,
A_dha_e_con_1,0.0,A_dha_e --> dha_e,,
B_P5CD,0.0,B_1pyr5c_c + 2.0 B_h2o_c + B_nad_c --> B_glu__L_c + B_h_c + B_nadh_c,614.4049046,0.0
B_EX_aso3_e,0.0,B_aso3_e --> ,,
B_EX_g3pi_e,0.0,B_g3pi_e --> ,,
A_PLIPA1G161pp,0.0,A_h2o_p + A_pg161_p --> A_2agpg161_p + A_h_p + A_hdcea_p,140.6879383,0.0
A_ACOAD4f_reverse,0.0,A_dc2coa_c + A_fadh2_c --> A_dcacoa_c + A_fad_c,14363.7839,0.0
B_GF6PTA,0.0094488,B_f6p_c + B_gln__L_c --> B_gam6p_c + B_glu__L_c,59.19782463,0.00015961397330150508
A_3PEPTtex_reverse_num1,0.0,A_LalaDgluMdap_p --> A_LalaDgluMdap_e,,
B_G3PD2_reverse,0.0139028,B_dhap_c + B_h_c + B_nadph_c --> B_glyc3p_c + B_nadp_c,1683.0942530000002,8.2602622967901e-06
B_EX_gsn_e,0.0,B_gsn_e --> ,,
B_SERAT_reverse,0.0,B_acser_c + B_coa_c --> B_accoa_c + B_ser__L_c,323.1267704,0.0
B_phe__L_e_con_2,0.0,phe__L_e --> B_phe__L_e,,
B_PYROX,0.0,B_h_c + B_nadh_c + B_o2_c + B_ura_c --> B_nad_c + B_uracp_c,373.214336,0.0
A_26DAHtex_num2,0.0,A_26dap__M_e --> A_26dap__M_p,,
B_TAURtex_num2,0.0,B_taur_e --> B_taur_p,,
A_cl_e_con_1,0.0,A_cl_e --> cl_e,,
B_CSNtex_reverse_num1,0.0,B_csn_p --> B_csn_e,,
A_3HPPtex_num2,0.0,A_3hpp_e --> A_3hpp_p,,
B_CITt3pp,0.0,B_cit_c + B_h_p --> B_cit_p + B_h_c,,
B_CHOLID,0.0,B_cholate_c + B_nad_c --> B_dhcholn_c + B_h_c + B_nadh_c,192.04793700000002,0.0
B_COBALT2tpp_num2,2.5e-06,B_cobalt2_p --> B_cobalt2_c,,
B_LYStex_reverse_num3,0.0,B_lys__L_p --> B_lys__L_e,,
A_EX_gsn_e,0.0,A_gsn_e --> ,,
B_ASO3tex_num1,0.0,B_aso3_e --> B_aso3_p,,
B_DMSOR1pp,0.0,B_dmso_p + B_mql8_c --> B_dms_p + B_h2o_p + B_mqn8_c,250.9649622,0.0
A_PGPP180pp_num2,0.0,A_h2o_p + A_pgp180_p --> A_pg180_p + A_pi_p,328.1377245,0.0
A_EX_ser__D_e,0.0,A_ser__D_e --> ,,
A_DUMPtex_num4,0.0,A_dump_e --> A_dump_p,,
A_HACD6_num2,0.0,A_3otdcoa_c + A_h_c + A_nadh_c --> A_3htdcoa_c + A_nad_c,408.5429474,0.0
A_LALALGLUtpp_num4,0.0,A_LalaLglu_p + A_h_p --> A_LalaLglu_c + A_h_c,,
A_IMPD,0.024322800000000012,A_h2o_c + A_imp_c + A_nad_c --> A_h_c + A_nadh_c + A_xmp_c,31.14040188,0.0007810689179198227
A_3HPPtex_num4,0.0,A_3hpp_e --> A_3hpp_p,,
B_MECDPS,0.0002389,B_2p4c2me_c --> B_2mecdp_c + B_cmp_c,6.391465421,3.7377969567833793e-05
B_LALADGLUtpp_num2,0.0,B_LalaDglu_p + B_h_p --> B_LalaDglu_c + B_h_c,,
B_HOMtex_num3,0.0,B_hom__L_e --> B_hom__L_p,,
A_SPMDtex_reverse_num1,0.0,A_spmd_p --> A_spmd_e,,
A_EX_tym_e,0.0,A_tym_e --> ,,
A_NTD7pp_num2,0.0,A_amp_p + A_h2o_p --> A_adn_p + A_pi_p,267.71207230000005,0.0
B_PAPA140,0.0,B_h2o_c + B_pa140_c --> B_12dgr140_c + B_pi_c,1137.307986,0.0
A_DHAtex_num4,0.0,A_dha_e --> A_dha_p,,
B_O16AP2pp,0.0,B_o16a2und_p + B_o16aund_p --> B_h_p + B_o16a3und_p + B_udcpdp_p,157.7749699,0.0
