,flux,formula,kcat_MW,enz_useUPBCe
B_EX_so4_e,0.0,B_so4_e --> ,,
A_PUNP5_reverse_num1,0.0,A_hxan_c + A_r1p_c --> A_ins_c + A_pi_c,55.27417245,0.0
B_MLTG4,0.0,B_h2o_c + B_malthx_c --> B_glc__D_c + B_maltpt_c,591.7987757999999,0.0
A_MDDCP4pp_num5,0.0,A_h2o_p + A_murein5p4p_p --> A_ala__D_p + A_murein4p4p_p,271.5475951,0.0
B_PPPNtex_reverse_num1,0.0,B_pppn_p --> B_pppn_e,,
A_gal_bD_e_con_1,0.0,A_gal_bD_e --> gal_bD_e,,
A_GUAt2pp,0.0,A_gua_p + A_h_p --> A_gua_c + A_h_c,,
B_NO3R2bpp,0.0,B_mql8_c + B_no3_p --> B_h2o_p + B_mqn8_c + B_no2_p,173.2743679,0.0
A_MI1PP,0.0,A_h2o_c + A_mi1p__D_c --> A_inost_c + A_pi_c,13850.25687,0.0
B_ABUTtex_num1,0.0,B_4abut_e --> B_4abut_p,,
A_LCTStex_reverse_num1,0.0,A_lcts_p --> A_lcts_e,,
B_EX_asn__L_e,0.0,B_asn__L_e --> ,,
A_F6Ptex_reverse_num1,1000.0,A_f6p_p --> A_f6p_e,,
A_PGPP141_num1,0.0,A_h2o_c + A_pgp141_c --> A_pg141_c + A_pi_c,478.9378353,0.0
A_THRA2_num1,0.0,A_athr__L_c --> A_acald_c + A_gly_c,197.1626019,0.0
A_3HPADHi,0.0,A_3hppnl_c + A_h2o_c + A_nad_c --> A_3hpp_c + 2.0 A_h_c + A_nadh_c,549.7914794,0.0
B_F6PA_reverse_num1,0.0,B_dha_c + B_g3p_c --> B_f6p_c,,
A_CRNtex_reverse_num1,1000.0,A_crn_p --> A_crn_e,,
B_NAtex_num3,1000.0,B_na1_e --> B_na1_p,,
A_FUSAtex_num3,0.0,A_fusa_e --> A_fusa_p,,
B_GUAPRT_num2,0.0,B_gua_c + B_prpp_c --> B_gmp_c + B_ppi_c,253.07296090000003,0.0
B_DUMPtex_reverse_num2,0.0,B_dump_p --> B_dump_e,,
A_CLPNS140pp_reverse_num1,0.0,A_clpn140_p + A_glyc_p --> 2.0 A_pg140_p,473.38841569999994,0.0
A_GLCTR3,0.0,A_ggagicolipa_c + A_udpg_c --> A_gggagicolipa_c + A_h_c + A_udp_c,364.0530918,0.0
B_dad_2_e_con_2_reverse,0.0,B_dad_2_e --> dad_2_e,,
A_PNTOtex_num4,1000.0,A_pnto__R_e --> A_pnto__R_p,,
A_TCYNTtex_num1,0.0,A_tcynt_e --> A_tcynt_p,,
A_OPMEACPR,2e-07,A_h_c + A_nadph_c + A_opmeACP_c --> A_hpmeACP_c + A_nadp_c,0.0011971689999999999,0.000167
A_TAURtex_num4,0.0,A_taur_e --> A_taur_p,,
A_PNTOt4pp,0.0,A_na1_p + A_pnto__R_p --> A_na1_c + A_pnto__R_c,,
A_FEOXAMabcpp,0.0,A_atp_c + A_feoxam_p + A_h2o_c --> A_adp_c + A_feoxam_c + A_h_c + A_pi_c,,
B_NTD5_num2,0.0,B_dtmp_c + B_h2o_c --> B_pi_c + B_thymd_c,379.14813419999996,0.0
A_OGMEACPR,2e-07,A_h_c + A_nadph_c + A_ogmeACP_c --> A_hgmeACP_c + A_nadp_c,0.0011971689999999999,0.000167
A_NTD12_num1,0.0,A_dimp_c + A_h2o_c --> A_din_c + A_pi_c,374.86938210000005,0.0
B_34dhpactex_reverse_num3,0.0,B_34dhpac_p --> B_34dhpac_e,,
B_CYNTtex_reverse_num1,0.0,B_cynt_p --> B_cynt_e,,
A_ACtex_num1,1000.0,A_ac_e --> A_ac_p,,
B_GLYCLTtex_num3,0.0,B_glyclt_e --> B_glyclt_p,,
B_INSTtex_reverse_num3,0.0,B_inost_p --> B_inost_e,,
A_XANt2pp_num2,0.0,A_h_p + A_xan_p --> A_h_c + A_xan_c,,
B_FRULYStex_num3,0.0,B_frulys_e --> B_frulys_p,,
B_LPLIPAL2ATG140,0.0,B_2agpg140_c + B_pg140_c --> B_apg140_c + B_g3pg_c,379.2416591,0.0
B_HOMtex_reverse_num2,0.0,B_hom__L_p --> B_hom__L_e,,
B_FEOXAMtonex,0.0,B_feoxam_e + B_h_p --> B_feoxam_p + B_h_c,,
A_CGLYtex_num4,1000.0,A_cgly_e --> A_cgly_p,,
B_AMPTASECG_num3,0.0,B_cgly_c + B_h2o_c --> B_cys__L_c + B_gly_c,246.10766,0.0
A_EX_gmp_e,0.0,A_gmp_e --> ,,
B_MECDPDH5_num1,0.00023889999999999762,B_2mecdp_c + 2.0 B_flxr_c + B_h_c --> 2.0 B_flxso_c + B_h2mb4p_c + B_h2o_c,160.09279130000002,1e-06
B_H2Otex_num5,1000.0,B_h2o_e --> B_h2o_p,,
B_TYRPtex_num1,1000.0,B_tyrp_e --> B_tyrp_p,,
A_ASPK_reverse_num3,0.0,A_4pasp_c + A_adp_c --> A_asp__L_c + A_atp_c,1358.5731130000001,0.0
A_RMK,0.0,A_atp_c + A_rml_c --> A_adp_c + A_h_c + A_rml1p_c,627.2164529,0.0
A_FCLPA_num2,0.0,A_fc1p_c --> A_dhap_c + A_lald__L_c,,
B_PACALDtex_reverse_num4,0.0,B_pacald_p --> B_pacald_e,,
B_NMNAT_num2,0.0,B_atp_c + B_h_c + B_nmn_c --> B_nad_c + B_ppi_c,379.4323086,0.0
B_URIH_num2,0.0,B_h2o_c + B_uri_c --> B_rib__D_c + B_ura_c,91.54722769,0.0
B_DMSOtex_reverse_num4,0.0,B_dmso_p --> B_dmso_e,,
B_PLIPA1G180pp,0.0,B_h2o_p + B_pg180_p --> B_2agpg180_p + B_h_p + B_ocdca_p,161.80173290000002,0.0
B_X5PL3E_num2,0.0,B_xu5p__L_c --> B_ru5p__L_c,7425.190284,0.0
B_PLIPA1E160pp,0.0,B_h2o_p + B_pe160_p --> B_2agpe160_p + B_h_p + B_hdca_p,140.50471409999997,0.0
A_DHPStex,0.0,A_dhps_e --> A_dhps_p,,
A_EX_thrp_e,0.0,A_thrp_e --> ,,
B_MLDEP1pp,0.0,B_h2o_p + B_murein3px3p_p --> B_murein3p3p_p,708.1242001,0.0
B_xmp_e_con_2,0.0,xmp_e --> B_xmp_e,,
B_QMO2,0.0,2.0 B_o2_c + B_q8h2_c --> 2.0 B_h_c + 2.0 B_o2s_c + B_q8_c,1066.596857,0.0
A_GLCptspp_num2,0.0,A_glc__D_p + A_pep_c --> A_g6p_c + A_pyr_c,,
B_ASO3tex_reverse_num4,0.0,B_aso3_p --> B_aso3_e,,
A_NTD9pp_num1,0.0,A_gmp_p + A_h2o_p --> A_gsn_p + A_pi_p,172.0959796,0.0
A_FACOAL181t2pp_num1,0.0,A_atp_c + A_coa_c + A_h_p + A_ocdcea_p --> A_amp_c + A_h_c + A_odecoa_c + A_ppi_c,165.3523449,0.0
B_cmp_e_con_2_reverse,0.0,B_cmp_e --> cmp_e,,
A_EX_imp_e,0.0,A_imp_e --> ,,
A_ACMANAtex_num4,1000.0,A_acmana_e --> A_acmana_p,,
A_CMPtex_num4,1000.0,A_cmp_e --> A_cmp_p,,
B_HYPOE,0.0,B_h2o_c + B_pyam5p_c --> B_pi_c + B_pydam_c,,
B_4HOXPACDtex_num3,0.0,B_4hoxpacd_e --> B_4hoxpacd_p,,
B_3OAS141,0.015042800000000002,B_cddec5eACP_c + B_h_c + B_malACP_c --> B_3ocmrs7eACP_c + B_ACP_c + B_co2_c,109.121532,0.000138
A_ECOAH1_num1,0.0,A_3hbcoa_c --> A_b2coa_c + A_h2o_c,559.855104,0.0
A_EX_uri_e,0.0,A_uri_e --> ,,
B_GHMT2r,0.10608780000000174,B_ser__L_c + B_thf_c --> B_gly_c + B_h2o_c + B_mlthf_c,39680.82336,3e-06
A_THRtex_num2,1000.0,A_thr__L_e --> A_thr__L_p,,
A_ASO3tex_reverse_num2,1000.0,A_aso3_p --> A_aso3_e,,
A_SERASr,0.0,A_atp_c + A_h_c + A_ser__L_c --> A_ppi_c + A_seramp_c,412.8083057,0.0
B_ACGS,0.0295792,B_accoa_c + B_glu__L_c --> B_acglu_c + B_coa_c + B_h_c,2780.760041,1.1e-05
A_GDMANE,0.0,A_gdpddman_c --> A_gdpofuc_c,1798.6669769999999,0.0
A_THFAT,0.0,A_h2o_c + A_methf_c --> A_5fthf_c + A_h_c,337.0379117,0.0
A_GLYC3Pabcpp,0.0,A_atp_c + A_glyc3p_p + A_h2o_c --> A_adp_c + A_glyc3p_c + A_h_c + A_pi_c,,
A_LDGUNPD,0.0,A_5pg35pg_c + A_h2o_c --> 2.0 A_gmp_c + A_h_c,596.2546732999999,0.0
A_ACOAD3f,0.0,A_fad_c + A_occoa_c --> A_fadh2_c + A_oc2coa_c,4201.606092,0.0
B_EX_spmd_e,0.0,B_spmd_e --> ,,
A_GTHOXtex_num2,1000.0,A_gthox_e --> A_gthox_p,,
B_H2Otex_reverse_num4,0.0,B_h2o_p --> B_h2o_e,,
A_AMPtex_reverse_num4,1000.0,A_amp_p --> A_amp_e,,
B_UMPtex_num1,0.0,B_ump_e --> B_ump_p,,
B_2AGPEAT181,0.0,B_2agpe181_c + B_atp_c + B_ocdcea_c --> B_amp_c + B_pe181_c + B_ppi_c,264.1920829,0.0
A_3CMPtex_reverse_num2,1000.0,A_3cmp_p --> A_3cmp_e,,
B_SFGTHi_num1,0.0,B_Sfglutth_c + B_h2o_c --> B_for_c + B_gthrd_c + B_h_c,525.7443382,0.0
B_KG6PDC_num2,0.0,B_3dhgulnp_c + B_h_c --> B_co2_c + B_xu5p__L_c,925.8846682,0.0
B_3OAR161,0.015042800000000002,B_3ocpalm9eACP_c + B_h_c + B_nadph_c --> B_3hcpalm9eACP_c + B_nadp_c,90.96192064,0.000165
A_CYSItex_num3,1000.0,A_cysi__L_e --> A_cysi__L_p,,
B_CYNTtex_num4,1000.0,B_cynt_e --> B_cynt_p,,
A_PLIPA2A160pp,0.0,A_h2o_p + A_pa160_p --> A_1hdecg3p_p + A_h_p + A_hdca_p,223.28375789999998,0.0
B_O2Stex_num1,0.0,B_o2s_e --> B_o2s_p,,
B_TRDR_num2,0.0,B_h_c + B_nadph_c + B_trdox_c --> B_nadp_c + B_trdrd_c,424.812512,0.0
A_G3PEtex_num4,0.0,A_g3pe_e --> A_g3pe_p,,
B_NTPP8_num2,0.0,B_h2o_c + B_utp_c --> B_h_c + B_ppi_c + B_ump_c,221.26434280000004,0.0
A_TRPS2,0.0,A_indole_c + A_ser__L_c --> A_h2o_c + A_trp__L_c,64.91127519,0.0
A_METGLCURt2pp,0.0,A_h_p + A_metglcur_p --> A_h_c + A_metglcur_c,,
B_GLYtex_reverse_num3,0.0,B_gly_p --> B_gly_e,,
A_PPALtex_num2,1000.0,A_ppal_e --> A_ppal_p,,
A_TTDCEAtexi,0.0,A_ttdcea_e --> A_ttdcea_p,,
B_NNATr_reverse,0.0,B_dnad_c + B_ppi_c --> B_atp_c + B_h_c + B_nicrnt_c,1685.8000739999998,0.0
B_CGLYabcpp,0.0,B_atp_c + B_cgly_p + B_h2o_c --> B_adp_c + B_cgly_c + B_h_c + B_pi_c,,
A_BUTSO3tex_num3,1000.0,A_butso3_e --> A_butso3_p,,
A_HYPOE,0.0,A_h2o_c + A_pyam5p_c --> A_pi_c + A_pydam_c,,
B_pi_e_con_2_reverse,0.0,B_pi_e --> pi_e,,
B_CYNTAH,0.0,B_cynt_c + 3.0 B_h_c + B_hco3_c --> 2.0 B_co2_c + B_nh4_c,105.7205023,0.0
A_SUCMALtpp_num1,1000.0,A_mal__L_p + A_succ_c --> A_mal__L_c + A_succ_p,,
A_EX_maltttr_e,0.0,A_maltttr_e --> ,,
B_malonate_c2e_reverse,0.2526256792190923,B_malonate_e --> B_malonate_c,,
B_EX_gam6p_e,0.0,B_gam6p_e --> ,,
A_GK1_reverse,0.0,A_adp_c + A_gdp_c --> A_atp_c + A_gmp_c,588.8592111,0.0
B_HEX4,0.0,B_atp_c + B_man_c --> B_adp_c + B_h_c + B_man6p_c,,
A_ACACT4r_reverse_num2,0.0,A_3odcoa_c + A_coa_c --> A_accoa_c + A_occoa_c,422.67722089999995,0.0
A_EX_galt_e,0.0,A_galt_e --> ,,
B_GLYtex_num4,1000.0,B_gly_e --> B_gly_p,,
B_O2tex_num2,0.0,B_o2_e --> B_o2_p,,
A_TREtex_reverse_num2,0.0,A_tre_p --> A_tre_e,,
A_12DGR181tipp,0.0,A_12dgr181_p --> A_12dgr181_c,,
A_GLYCTO2,0.0,A_glyclt_c + A_q8_c --> A_glx_c + A_q8h2_c,367.7479493,0.0
A_MDDEP2pp_num6,0.0,A_h2o_p + A_murein3px4p_p --> A_murein4p3p_p,3964.077115,0.0
B_PPALtpp_reverse,0.0,B_ppal_p --> B_ppal_c,,
A_TRSARr_reverse_num1,0.0,A_glyc__R_c + A_nad_c --> A_2h3oppan_c + A_h_c + A_nadh_c,177.296332,0.0
A_GLYALDtex_reverse_num3,1000.0,A_glyald_p --> A_glyald_e,,
B_NTP1_num1,0.0,B_atp_c + B_h2o_c --> B_adp_c + B_h_c + B_pi_c,436.02096950000004,0.0
A_HACD5_num1,0.0,A_3oddcoa_c + A_h_c + A_nadh_c --> A_3hddcoa_c + A_nad_c,252.5897064,0.0
B_GLUDy,0.0,B_glu__L_c + B_h2o_c + B_nadp_c --> B_akg_c + B_h_c + B_nadph_c + B_nh4_c,617.9252501,0.0
A_HCINNMt2rpp_reverse,1000.0,A_3hcinnm_c + A_h_c --> A_3hcinnm_p + A_h_p,,
A_SPMDtex_num1,0.0,A_spmd_e --> A_spmd_p,,
A_FA140ACPHi,0.0,A_h2o_c + A_myrsACP_c --> A_ACP_c + A_h_c + A_ttdca_c,4366.212786,0.0
B_EX_lcts_e,0.0,B_lcts_e --> ,,
A_AGM4PCPpp,0.0,A_anhgm4p_p + A_h2o_p --> A_ala__D_p + A_anhgm3p_p,1620.968568,0.0
B_PPNDH,0.0185265,B_h_c + B_pphn_c --> B_co2_c + B_h2o_c + B_phpyr_c,501.0281515,3.7e-05
A_GDPDPK_num2,0.0,A_atp_c + A_gdp_c --> A_amp_c + A_h_c + A_ppgpp_c,508.30802869999997,0.0
A_ALLULPE_reverse,0.0,A_f6p_c --> A_allul6p_c,4242.838199,0.0
A_SUCMALtpp_reverse_num3,1000.0,A_mal__L_c + A_succ_p --> A_mal__L_p + A_succ_c,,
B_UHGADA,0.0038912,B_h2o_c + B_u3aga_c --> B_ac_c + B_u3hga_c,2226.417206,2e-06
B_4ABZGLUtex_reverse_num3,1000.0,B_4abzglu_p --> B_4abzglu_e,,
B_OROTtex_num4,0.0,B_orot_e --> B_orot_p,,
A_CU1Opp,0.0,4.0 A_cu_p + 4.0 A_h_p + A_o2_p --> 4.0 A_cu2_p + 2.0 A_h2o_p,723.1775706,0.0
B_URIH_num3,0.0,B_h2o_c + B_uri_c --> B_rib__D_c + B_ura_c,379.5405322,0.0
A_NADPHQR2,0.0,A_h_c + A_nadph_c + A_q8_c --> A_nadp_c + A_q8h2_c,633.1638073,0.0
B_CMtex_reverse_num1,0.0,B_cm_p --> B_cm_e,,
B_DINStex_reverse_num3,0.0,B_din_p --> B_din_e,,
B_PE160abcpp,0.0063814,B_atp_c + B_h2o_c + B_pe160_c --> B_adp_c + B_h_c + B_pe160_p + B_pi_c,,
A_MELIBtex_reverse_num4,1000.0,A_melib_p --> A_melib_e,,
B_4PEPTtex_num2,0.0,B_LalaDgluMdapDala_e --> B_LalaDgluMdapDala_p,,
A_SLNTtex_reverse_num2,1000.0,A_slnt_p --> A_slnt_e,,
B_tma_e_con_2_reverse,0.0,B_tma_e --> tma_e,,
B_LKDRA,0.0,B_lkdr_c --> B_lald__L_c + B_pyr_c,85.00683295,0.0
A_PPGPPDP,0.0,A_h2o_c + A_ppgpp_c --> A_gdp_c + A_ppi_c,1143.4094109999999,0.0
B_EAR120x,0.0205452,B_h_c + B_nadh_c + B_tddec2eACP_c --> B_ddcaACP_c + B_nad_c,143.31947680000002,0.000143
B_UAGAAT_reverse,0.0,B_ACP_c + B_u3aga_c --> B_3hmrsACP_c + B_uacgam_c,106.32143459999999,0.0
A_DHPTPE_reverse,0.0,A_dhmptp_c --> A_ahdt_c,157.8969965,0.0
A_FUCtex_reverse_num3,0.0,A_fuc__L_p --> A_fuc__L_e,,
B_PROt4pp,1000.0,B_na1_p + B_pro__L_p --> B_na1_c + B_pro__L_c,,
B_glyc3p_e_con_2_reverse,0.0,B_glyc3p_e --> glyc3p_e,,
A_PYDXK_num1,0.0,A_atp_c + A_pydx_c --> A_adp_c + A_h_c + A_pydx5p_c,150.7589757,0.0
B_CYANST_num3,0.0,B_cyan_c + B_tsul_c --> B_h_c + B_so3_c + B_tcynt_c,10767.68714,0.0
B_FE2tex_reverse_num3,0.0,B_fe2_p --> B_fe2_e,,
A_FRUtex_reverse_num1,1000.0,A_fru_p --> A_fru_e,,
A_NTPP1_num1,0.0,A_dgtp_c + A_h2o_c --> A_dgmp_c + A_h_c + A_ppi_c,1957.384467,0.0
A_FMNRx_num1,0.0,A_fmn_c + A_h_c + A_nadh_c --> A_fmnh2_c + A_nad_c,544.09319,0.0
B_VALtex_reverse_num4,0.0,B_val__L_p --> B_val__L_e,,
A_N2Otex_reverse_num3,0.0,A_n2o_p --> A_n2o_e,,
A_ATPM,6.86,A_atp_c + A_h2o_c --> A_adp_c + A_h_c + A_pi_c,,
A_ALAt4pp,0.0,A_ala__L_p + A_na1_p --> A_ala__L_c + A_na1_c,,
A_EX_hxan_e,0.0,A_hxan_e --> ,,
A_5DGLCNt2rpp_reverse,0.0,A_5dglcn_c + A_h_c --> A_5dglcn_p + A_h_p,,
B_G3PCtex_reverse_num3,0.0,B_g3pc_p --> B_g3pc_e,,
A_SERtex_num3,1000.0,A_ser__L_e --> A_ser__L_p,,
A_CYTDt2pp_copy2_reverse,0.0,A_cytd_c + A_h_c --> A_cytd_p + A_h_p,,
A_MOBDabcpp_num2,7.000000000000001e-07,A_atp_c + A_h2o_c + A_mobd_p --> A_adp_c + A_h_c + A_mobd_c + A_pi_c,,
A_NAt3_1p5pp,0.0,3.0 A_h_p + 2.0 A_na1_c --> 3.0 A_h_c + 2.0 A_na1_p,,
A_EX_galctn__L_e,0.0,A_galctn__L_e --> ,,
B_CD2tex_reverse_num1,0.0,B_cd2_p --> B_cd2_e,,
B_MEOHtex_num2,1000.0,B_meoh_e --> B_meoh_p,,
B_so4_e_con_2_reverse,0.0,B_so4_e --> so4_e,,
B_PLIPA1G161pp,0.0,B_h2o_p + B_pg161_p --> B_2agpg161_p + B_h_p + B_hdcea_p,140.6879383,0.0
A_GALCTNLtex_reverse_num3,0.0,A_galctn__L_p --> A_galctn__L_e,,
B_CRNtex_reverse_num1,0.0,B_crn_p --> B_crn_e,,
B_INDOLEtex_reverse_num3,0.0,B_indole_p --> B_indole_e,,
B_NDPK3_num2,0.01810029999999999,B_atp_c + B_cdp_c --> B_adp_c + B_ctp_c,734.2150772000001,2.5e-05
B_GLYALDtex_reverse_num1,1000.0,B_glyald_p --> B_glyald_e,,
B_DM_amob_c,2e-07,B_amob_c --> ,,
B_TMAtex_reverse_num4,0.0,B_tma_p --> B_tma_e,,
A_PGPP120pp_num2,0.0,A_h2o_p + A_pgp120_p --> A_pg120_p + A_pi_p,1361.14012,0.0
B_FORtex_num2,0.0,B_for_e --> B_for_p,,
B_GLYCLTtex_reverse_num2,1000.0,B_glyclt_p --> B_glyclt_e,,
A_LACZpp,0.0,A_h2o_p + A_lcts_p --> A_gal_p + A_glc__D_p,257.0600597,0.0
B_MG2tex_reverse_num1,999.9991325,B_mg2_p --> B_mg2_e,,
B_SPMDtex_num4,1000.0,B_spmd_e --> B_spmd_p,,
B_MMM,0.0,B_succoa_c --> B_mmcoa__S_c,4676.312131000001,0.0
A_GLYCLTt2rpp_reverse_num1,0.0,A_glyclt_c + A_h_c --> A_glyclt_p + A_h_p,,
A_PSURItex_num3,1000.0,A_psuri_e --> A_psuri_p,,
B_pser__L_e_con_2_reverse,0.0,B_pser__L_e --> pser__L_e,,
B_sq_e_con_2,0.0,sq_e --> B_sq_e,,
B_GALBDtex_reverse_num2,1000.0,B_gal_bD_p --> B_gal_bD_e,,
A_URATEtex_reverse_num4,0.0,A_urate_p --> A_urate_e,,
B_TYRtex_reverse_num1,0.0,B_tyr__L_p --> B_tyr__L_e,,
B_UACGAMtex_reverse_num2,1000.0,B_uacgam_p --> B_uacgam_e,,
B_FMNtex_reverse_num2,1000.0,B_fmn_e --> B_fmn_p,,
B_MLTGY2pp_num2,0.0,B_murein4p3p_p --> B_anhgm3p_p + B_anhgm4p_p,3246.352246,0.0
A_ACSERtex_num4,1000.0,A_acser_e --> A_acser_p,,
B_ACOAD3f,0.0,B_fad_c + B_occoa_c --> B_fadh2_c + B_oc2coa_c,4201.606092,0.0
A_cpgn_e_con_1,0.0,A_cpgn_e --> cpgn_e,,
A_EX_thymd_e,0.0,A_thymd_e --> ,,
A_INSK,0.0,A_atp_c + A_ins_c --> A_adp_c + A_h_c + A_imp_c,396.56854169999997,0.0
B_cit_e_con_2_reverse,0.0,B_cit_e --> cit_e,,
A_RNDR2b_num3,0.0,A_gdp_c + A_grxrd_c --> A_dgdp_c + A_grxox_c + A_h2o_c,107.41897379999999,0.0
A_INSTtex_num3,0.0,A_inost_e --> A_inost_p,,
A_FEENTERR2,0.0,2.0 A_feenter_c + A_fmnh2_c --> 2.0 A_enter_c + 2.0 A_fe2_c + A_fmn_c + 2.0 A_h_c,,
A_PUNP1,0.0,A_adn_c + A_pi_c --> A_ade_c + A_r1p_c,114.0304926,0.0
B_23CGMPtex_reverse_num1,1000.0,B_23cgmp_p --> B_23cgmp_e,,
A_LPLIPAL1E180pp,0.0,A_1agpe180_p + A_h2o_p --> A_g3pe_p + A_h_p + A_ocdca_p,98.42518235,0.0
B_4ABZGLUtex_reverse_num2,0.0,B_4abzglu_p --> B_4abzglu_e,,
A_DSERDHr,0.0,A_nadp_c + A_ser__D_c --> A_2amsa_c + A_h_c + A_nadph_c,145.28574819999997,0.0
B_MEPNtex_num1,0.0,B_mepn_e --> B_mepn_p,,
A_FUM_reverse_num2,0.0,A_mal__L_c --> A_fum_c + A_h2o_c,17.87892895,0.0
B_LA4NTpp,0.0,B_colipa_p + B_uLa4n_p --> B_acolipa_p + B_udcpp_p,485.0311498,0.0
A_EX_cytd_e,0.0,A_cytd_e --> ,,
A_EX_3ump_e,0.0,A_3ump_e --> ,,
A_dgmp_e_con_1,0.0,A_dgmp_e --> dgmp_e,,
B_GAMAN6Ptex_num3,0.0,B_gam6p_e --> B_gam6p_p,,
A_G3PGtex_reverse_num4,0.0,A_g3pg_p --> A_g3pg_e,,
A_CUtex_reverse_num4,0.0,A_cu_p --> A_cu_e,,
B_SELabcpp_num1,0.0,B_atp_c + B_h2o_c + B_sel_p --> B_adp_c + B_h_c + B_pi_c + B_sel_c,,
B_lipoate_e_con_2_reverse,0.0,B_lipoate_e --> lipoate_e,,
A_5DGLCNtex_reverse_num2,1000.0,A_5dglcn_p --> A_5dglcn_e,,
B_PSURItex_num3,1000.0,B_psuri_e --> B_psuri_p,,
B_ACM6PH,0.0,B_acmum6p_c + B_h2o_c --> B_acgam6p_c + B_lac__D_c,206.772872,0.0
A_HYXNtpp_num2,1000.0,A_hxan_p --> A_hxan_c,,
B_INDOLEtex_reverse_num4,1000.0,B_indole_p --> B_indole_e,,
A_UDCPDP_num1,0.0,A_h2o_c + A_udcpdp_c --> A_h_c + A_pi_c + A_udcpp_c,520.1829742,0.0
B_ACP1_FMN_num3,0.0,B_fmn_c + B_h2o_c --> B_pi_c + B_ribflv_c,777.1585736000001,0.0
B_CYANSTpp,0.0,B_cyan_p + B_tsul_p --> B_h_p + B_so3_p + B_tcynt_p,885.576283,0.0
A_ACMANAtex_num1,0.0,A_acmana_e --> A_acmana_p,,
A_ALLtex_num4,1000.0,A_all__D_e --> A_all__D_p,,
A_3OAS180_num1,0.0,A_h_c + A_malACP_c + A_palmACP_c --> A_3ooctdACP_c + A_ACP_c + A_co2_c,195.40782380000002,0.0
B_SULFACtex_num1,0.0,B_sulfac_e --> B_sulfac_p,,
B_ALDD3y_num1,0.0,B_h2o_c + B_nadp_c + B_ppal_c --> 2.0 B_h_c + B_nadph_c + B_ppa_c,650.7342980000001,0.0
B_MCOATA,0.24133400000000005,B_ACP_c + B_malcoa_c --> B_coa_c + B_malACP_c,431.2704864,0.00056
B_feoxam_e_con_2,0.0,feoxam_e --> B_feoxam_e,,
A_ACOXT,0.0,A_accoa_c + A_oxa_c --> A_ac_c + A_oxalcoa_c,192.900794,0.0
A_URDGLYCD,0.0,A_nad_c + A_urdglyc_c --> A_h_c + A_nadh_c + A_oxur_c,136.24348080000001,0.0
A_DHBD,0.0,A_23ddhb_c + A_nad_c --> A_23dhb_c + A_h_c + A_nadh_c,138.9540501,0.0
A_EX_ppt_e,0.0,A_ppt_e --> ,,
A_GALURtex_num3,1000.0,A_galur_e --> A_galur_p,,
B_ARGabcpp_num3,0.0,B_arg__L_p + B_atp_c + B_h2o_c --> B_adp_c + B_arg__L_c + B_h_c + B_pi_c,,
B_IMPtex_reverse_num3,1000.0,B_imp_p --> B_imp_e,,
B_SKMtex_reverse_num2,1000.0,B_skm_p --> B_skm_e,,
A_GLNtex_num1,1000.0,A_gln__L_e --> A_gln__L_p,,
A_FACOAE120,0.0,A_ddcacoa_c + A_h2o_c --> A_coa_c + A_ddca_c + A_h_c,619.4018236000001,0.0
A_HACD7_num2,0.0,A_3ohdcoa_c + A_h_c + A_nadh_c --> A_3hhdcoa_c + A_nad_c,215.86511040000002,0.0
A_MALTTTRabcpp,0.0,A_atp_c + A_h2o_c + A_maltttr_p --> A_adp_c + A_h_c + A_maltttr_c + A_pi_c,,
B_OROTtex_reverse_num3,0.0,B_orot_p --> B_orot_e,,
B_HPPPNtex_reverse_num3,1000.0,B_3hpppn_p --> B_3hpppn_e,,
B_gua_e_con_2,0.0,gua_e --> B_gua_e,,
A_UDPGPT,0.0,A_udcpp_c + A_udpg_c --> A_udcpgl_c + A_ump_c,1287.10312,0.0
B_CADVtpp,0.0,B_15dap_c + B_h_p + B_lys__L_p --> B_15dap_p + B_h_c + B_lys__L_c,,
A_UDCPDPpp_num3,0.0,A_h2o_p + A_udcpdp_p --> A_h_p + A_pi_p + A_udcpp_p,995.7289076,0.0
A_AOXSr2,2e-07,A_ala__L_c + A_pimACP_c --> A_8aonn_c + A_ACP_c + A_co2_c,0.043275212,5e-06
A_SPMDtex_reverse_num2,0.0,A_spmd_p --> A_spmd_e,,
B_NACtex_reverse_num2,0.0,B_nac_p --> B_nac_e,,
B_NO3tex_num1,0.0,B_no3_e --> B_no3_p,,
B_EX_cu_e,0.0,B_cu_e --> ,,
B_O16GLCT1,0.0,B_aragund_c + B_udpg_c --> B_garagund_c + B_h_c + B_udp_c,649.1938853999999,0.0
B_INDOLEtex_num1,1000.0,B_indole_e --> B_indole_p,,
B_ECAP3pp,0.0,B_eca3und_p + B_unagamuf_p --> B_eca4und_p + B_h_p + B_udcpdp_p,399.4148255,0.0
A_EX_gal1p_e,0.0,A_gal1p_e --> ,,
B_EX_pydx_e,0.0,B_pydx_e --> ,,
A_NMNtex_reverse_num1,0.0,A_nmn_p --> A_nmn_e,,
A_DAAD,0.0,A_ala__D_c + A_fad_c + A_h2o_c --> A_fadh2_c + A_nh4_c + A_pyr_c,288.5379318,0.0
A_ARBTtex_num4,0.0,A_arbt_e --> A_arbt_p,,
B_cm_e_con_2_reverse,0.0,B_cm_e --> cm_e,,
B_NI2t3pp_num2,0.0,B_h_p + B_ni2_c --> B_h_c + B_ni2_p,,
